	Url	Category	Position	Title	Location	Amount_Raised	Goal	Number_of_Donations	Length_of_Fundraising	FB_Shares	Number_of_Donors	Followers	Text
0	https://www.gofundme.com/f/qnasvm-kevins-girls	Event	6	Kevin’s Girls ♥️	Indianapolis, IN	15565	15000	184	141 days 00:42:31.033176000	749	182	183	"
In December of 2018, Kevin Prentice was diagnosed with stage 2 brain cancer. Between not being eligible for any clinical trials, to moving all of his treatment to Cincinnati, Kevin and his family fought a long, hard battle with Cancer. On Sunday, June 14th, Kevin lost his battle. 

Kevin leaves behind his beautiful, strong, and brave wife, Heather, as well as his daughters, Kennedy, Katherine, and Caroline. In the midst of Kevin’s battle with cancer,his oldest daughter, Kennedy, was preparing for her wedding with her fiancé, Philip.To help the Prentice family offset the costs of a funeral and wedding, I’d like to ask for everyone’s help. Our Prentice girls need us!! Anything helps!Thank you in advance for all of the support. I know they’ll appreciate each & every donation. ♥️
"
0	https://www.gofundme.com/f/droidbuilders-swca2020-expenses	Event	6	Droidbuilders SWCA2020 Expenses	San Diego, CA	15435	12000	152	66 days 00:42:32.872188000	352	149	149	Greetings fellow Droid Builders!  Hopefully you've enjoyed our awesome participation and activities at previous Star Wars Celebrations - the Droid Room, show floor displays, Mouse Demolition Derby, droid races, panels, and educational rooms for our youngest fans.Sadly, COVID-19 robbed us of Star Wars Celebration Anaheim 2020 and the ability to gather together and share our passion with the Star Wars community.  Now, to let you behind the curtain...Every Celebration a tireless and talented team of Droid Builders work for months preparing for the show.  They give countless hours of their time and labor, and also front all the cash expenses required to prepare for the event.  Normally, the convention organizers then provide a contract to us and pay the DroidBuilders non-profit charitable organization as exhibitors in order to reimburse the members who have carried the significant costs.With the convention cancelled, no funding is coming from the event organizers.  Volunteers are left with significant unreimbursed costs that are now a burden on their families during these trying times.So now DroidBuilders is coming to you, the members of the droid community, and asking for you to help share the load of what was spent by providing an opportunity for sponsorship.  Levels of sponsorship come with exclusive items at tier levels to thank you for your support:$50 - a signed poster of the official SWCA2020 DroidBuilders art created by Seth Kelly of Helmet Studios.$75 - The poster, plus an exclusive DroidBuilders Celebration Supporter patch.$100 - The poster, patch and the 20th Anniversary R2 Builders Club Coin, previously only available in person at Star Wars Celebration Chicago!Your donations will be used to reimburse the club members with cash outlay for SWCA2020.  Remainder funds will be spent on additional preparations for SWCA2022.  The goal is to leverage the eventual contract from the event organizers in 2022 in order to have a fund for the following celebration and never need to have costs borne by members again.DroidBuilders is a 501c3 registered nonprofit charity that provides STEM education in addition to managing our Star Wars Celebration presence.Thank you for your consideration and May the Force Be With You...
0	https://www.gofundme.com/f/4e9ub-chases-funeral	Event	6	Chase’s Funeral	Dayton, OH	15240	12000	234	147 days 00:42:34.074909000	1.7K	231	233	On June 9th our dear Son, Brother, Friend went home to be with the Lord. I, Taneka his Best Friend is raising money to help pay for funeral cost, burial fees, and a headstone. All funds from the Go Fund Me will go To Rodgers Funeral Home in Trotwood, Ohio where the Funeral will be held on Saturday June 20th 2020. Thank you all for your continued help and support. 
0	https://www.gofundme.com/f/mch23-don039t-give-up-the-ship	Event	7	Don't Give Up The Ship!	Staten Island, NY	nan	nan	nan	nan	nan	nan	nan	"Scott LoBaidos Wesite First I want to say THANK YOU to all of you for your support! Without your donations none of my movements to have our voices heard would ever be possible!The ""Don't Give Up The Ship"" rally I orchestrated in front of City Hall on August 22nd was a success and cost $92,000 after totaling everything up. It was by far the most money I have spent on anything in my entire life and that is why I need your donations.We need to get rid of this mayor! I need to keep going so we are finally heard. We can all agree on one thing. WE ALL HATE MAYOR DE BLASIO!!!!!!!!Please help me continue my mission and to be able to be YOUR VOICES!Please share this with friends and family!Email me your ideas and frustrations with what is going on in NYC at [email redacted]"
0	https://www.gofundme.com/f/combat-radio-xmas-2020	Event	7	Combat Radio Xmas 2020	Canyon Country, CA	nan	nan	nan	nan	nan	nan	nan	As the world seems to fall apart, we are about to put it back together- We will team up with several legends from FILM, TV and ROCK N ROLL and attempt to deliver the best Christmas/social services relief effort EVER! Every year we/Combat Radio buses in ‘Polar Express style’ about 400 children and their families from different social service organizations such as LSS, Hope Gardens (a shelter for domestic violence), Union Rescue Mission and many others-- for what is essentially Christmas, it’s brunch, presents and of course Santa. The event features characters from Star Wars, Disney, The Avengers and this year –with so much need-- it will be even bigger and better than ever! With the money we raise here, we will not only do our Christmas for these families event on December 5th (using the money for either brunch or dinners, presents, transportation and supplies for social services) but we will also expand our series of shelter visits through out December providing dinner, supplies, presents and even load up a few food banks…With the current situation, there is a plan B which is to set up the event at social services as a ‘Disney style’ walk through event with the characters staged at different points (with plenty of distance) ending with the families picking up their presents and Christmas dinner. Then –as said above--this will be repeated at different shelters throughout December –and you can be part of it either as a volunteer or by donating here. Now we lined up some prizes/experiences with some of Combat Radio’s best celebrities for those who donate --everyone from the members of Guns N Roses, Quiet Riot and Mark Andes (Heart, Spirit) --to the Producers of Law and Order SVU and Friends --to some of the cast of Star Wars and Harry Potter –to puppeteers from Sesame Street, Rainbow and The Dark Crystal and some signed merch is included. Every 5 dollar donation gets you a ticket for a possible prize/experience below—Get as many as you want- the more you get, the bigger Christmas will be (it’s tax-deductible and if you want to donate anonymously send your information to us in private and you’re still included).  The drawing will be held LIVE on all the Combat Radio media platforms Dec 7th.  You can also bid on the individual items. Bidding starts at 500.00 –your bid will be listed under the item and anyone has until Dec 7th to beat it (by a minimum bid of 50.00) and that item will be yours... We will be adding prizes/rewards as we move forward, including meet and greets, signed merch and there will be at least 50 epic prizes to win in early December….THE REWARDSTHE GHOST OF CHRISTMAS PASTJoin Oscar Nominated Production Designer BILL SANDELL (Hocus Pocus, Total Recall, Robocop  --who won the British Academy Award for Master And Commander) and Warner Bros vet. ETHAN DETTENMAIER for a Combat Radio zoom meeting/broadcast –get a visual tour of some film props, have fun, ask your questions and get some signed merch including a set of Hocus Pocus production art… THE NORTH POLE/WITCHER CHRISTMASJoin Director STEPHEN SURJIK (The Witcher, Umbrella Academy, Lost In Space) and Warner Bros vet ETHAN DETTENMAIER on zoom for a meeting/radio broadcast –hang out, ask your questions and get some signed merch including a prop from See (with Jason Momoa on Apple TV), some signed storyboards and some other fun stuff… THE PSYCHOS SEIZE SANTA’S WORKSHOPJoin the craziest/funniest guys in music HNB -- ALEX GROSSI (Quiet Riot) DIZZY REED (Guns N Roses) NADJA REED, JOHNNY KELLY (Danzig, Type O Negative) MIKE DUDA (WASP) and Warner Bros vet ETHAN DETTENMAIER for a Combat Radio zoom meeting/radio broadcast --hang out, ask your questions and get some signed merch and get some signed merch. A FIST FULL OF CHRISTMAS  Join rock n roll legend MARK ANDES (bassist for Heart, Spirit and Firefall –and one of the coolest people alive) and Warner Bros vet ETHAN DETTENMAIER for a Combat Radio zoom meeting/radio broadcast --hang out, ask your questions and some signed merch. SHAZAM IT’S CHRISTMASJoin Shazam 1975 star JOHN DAVEY and Warner Bros. Vet ETHAN DETTENMAIER for a Combat Radio broadcast --hang out, ask your questions and get some signed Shazam merch…. ONE MAGIC CHRISTMAS/HARRY POTTER STYLEJoin former Warner Bros VP BILL DALY (who worked on Harry Potter, Batman, The Matrix) and MARK MARSHALL (Harry Potter, The Empire Strikes Back) for a Combat Radio zoom meeting/broadcast --hang out, ask your questions and get some signed merch including a three-piece set of Harry Potter storyboards… OMEGA DOOM CHRISTMAS PACKJoin Writer ED NAHA (Honey I shrunk The Kids, The Adventures of Sinbad –who also wrote for Starlog, and Fangoria) and Warner Bros vet ETHAN DETTENMAIER for a Combat Radio zoom meeting/broadcast --hang out, ask your questions and some signed merch, including items from Robocop (which Ed worked on) A CHRISTMAS STORYJoin Emmy nominee CINDY CAPONERA (SNL, Nurse Jackie, Broke) and Warner Bros vet ETHAN DETTENMAIER for a Combat Radio zoom meeting or broadcast --hang out, ask your questions and get some signed merch… CHRISTMAS WITH THE EMPIREJoin ALAN AUSTEN and JOHN MOGRIDGE, the two stormtroopers who froze Han Solo in Empire Strikes Back and Warner Bros vet ETHAN DETTENMAIER for an episode of Combat Radio on zoom --hang out, ask your questions and get some signed merch. AN X FILES CHRISTMAS! BELIEVING INTENSIFIES!Join Director MICHAEL LANGE (X Files, Bones, Criminal Minds) and Warner Bros. vet ETHAN DETTENMAIER for a Combat Radio zoom meeting/radio broadcast --hang out, ask your questions and get some signed merch including an X Files poster. A CHILDREN’S CHRISTMAS FROM WALESJoin TOBY PHILPOTT (who was one of the puppeteers who operated Jabba The Hutt and Dark Crystal) and Warner Bros vet ETHAN DETTENMAIER for a Combat Radio zoom meeting/radio broadcast and get some signed Jedi merch…. CHRISTMAS FROM SESAME STREETJoin puppeteer John Kennedy (who performed as Animal, Oscar The Grouch, Fozzy and several other characters on Sesame Street –and also worked on Dinosaurs and Muppets Tonight) and Warner Bros vet ETHAN DETTENMAIER for a Combat Radio zoom meeting/broadcast and get some signed TV merch… A HIGHLANDER CHRISTMASJoin ADRIAN PAUL (Highlander) and ETHAN DETTENMAIER for a zoom broadcast and radio show --hang out, ask your questions and get some signed merch –maybe even a sword fighting legend. THE CHRST ’MASS’ EFFECTJoin Director Keythe Farley (Adventure Time – he also was a voice in Call Of Duty, Mass Effect 2 Fallout 4 and Eruptor from Skylanders) and Warner Bros vet ETHAN DETTENMAIER for a Combat Radio zoom meeting/broadcast and get score some signed merch CHRISTMAS WITH THE FLASHJoin CHARLIE SCHLATTER (The Flash, Loud House and 900 other things) and ETHAN DETTENMAIER for a zoom meeting and/or broadcast --hang out, ask your questions and get some signed merch…. THE BRIAN WHEELER MONSTER LUNCHJoin BRIAN WHEELER (Return Of The Jedi, Harry Potter) and Warner Bros vet ETHAN DETTENMAIER for a zoom meeting/broadcast  --hang out, ask your questions and get some signed merch….THE CHRISTMAS DETOURJoin Producer MARK AMATO (SNL, Mutant X and every third Hallmark Movie) and Warner Bros. vet ETHAN DETTENMAIER for a zoom --hang out, ask your questions and get some merch signed SCROOGEDJoin Producer DAN TRULY (Law And Order SVU, Blue Bloods) and Warner Bros vet ETHAN DETTENMAIER for a zoom meeting or radio broadcast --hang out, ask your questions and get some signed merch… THE SANTA BABYJoin Emmy winner CAROLYN HENNESY (True Blood, Star Wars Resistance) and Warner Bros. vet ETHAN DETTENMAIER for a zoom meeting or broadcast --hang out, ask your questions and get some signed merch…. AVENGING CHRISTMASJoin ROGER CRAIG SMITH (Avengers Assemble, Sonic) WILLIAM SALYERS (Regular Show, Doc Ock/Spider-Man) for a zoom broadcast or meeting --hang out, ask your questions and get some signed merch… A MARVEL-OUS CHRISTMASJoin YURI LOWENTHAL (Spider-man), TARA PLATT (Spider-Man, DuckTales) and ERIN FITZGERALD (The Emmy winning Storybots) for a zoom broadcast or meeting --hang out, ask your questions and get some signed merch…. A HOLLY-JOLLY CHRISTMASJoin GEORGE TRULLINGER who, in our opinion is the worlds greatest Buddy Holly tribute artist and Warner Bros vet ETHAN DETTENMAIER for a zoom meeting/broadcast –George will even perform a song or two. A MORA CHRISTMAS MAGICJoin actor RICK MORA (Twilight, Yellow Rock) and Warner Bros vet ETHAN DETTENMAIER for an zoom episode of Combat Radio --hang out, ask your questions and get some merch signed…THE TERRIBLE HOLIDAYJoin Producer JEFF ASTROF (Friends, Trial And Error) the host of it’s all terrible on Brigade-Radio-One and Warner Bros vet ETHAN DETTENMAIER for a zoom broadcast --hang out, ask your questions and get some signed merch… THE GHOST OF CHRISTMAS FUTUREJoin showrunner/Director/Producer/Actor JUDE PREST (who interviewed Charles Manson) and Warner Bros vet ETHAN DETTENMAIER for a Combat Radio zoom broadcast and show --hang out, ask your questions and get some signed merch included…. JUST KIDDING IT’S CHRISTMASJoin DAN GARZA (Kidding, Splash And Bubbles) and ETHAN DETTENMAIER for a zoom meeting/broadcast –and you may even get a puppet show from this genius…. CHRISTMAS AT THE ECHO BASEJoin JOHN MORTON (Luke’s snowspeeder co-pilot in Empire Strikes Back, who also wore the Boba Fett costume for a scene) and ETHAN DETTENMAIER for a zoom broadcast/meeting and get some signed Empire merch…. THE JACOB MARLEYJoin RICHARD ASHTON (Vikings, Outlander) and ETHAN DETTENMAIER for a zoom broadcast/meeting –have fun, ask your questions, and get some signed merch…. CHRISTMAS WITH SAINT NICK (JOSEPH)Join NICK JOSEPH (Star Wars, Doctor Who) and ETHAN DETTENMAIER for a zoom conversation/broadcast --have fun, ask your questions and get some signed merch which includes a Star Wars Metal Of Yavin (Beat that if you can!) CHRISTMAS BECOMES A DEAD MAN’S PARTYJoin former OINGO BOINGO drummer Johnny Vatos and Ethan Dettenmaier for a Combat Radio zoom meeting/broadcast –have fun, ask your questions and get a signed drum head and when COVID is over, we’ll bring you out to a concert with the Oingo Boingo former members. CHRISTMAS WITH C-3POJoin C-3PO aka PEDGE WADLEY and ETHAN DETTENMAIER for a zoom broadcast/meeting. See the workshop ask your questions, have fun. CHRISTMAS WITH BATMANJoin Batman aka BRANDON HILLOCK of Character Masters for a special zoom/meeting and maybe even get a look at the Batcave.A COMEDY-OF-CHRISTMASJoin Producer RUSS WOODY (Murphy Brown, The Drew Carey Show) and STEVEN PETERMAN (Murphy Brown, Hannah Montana) for a Combat Radio zoom meeting/broadcast –have fun, ask your questions and we’ll send you away with something signed –maybe even a script.
0	https://www.gofundme.com/f/yale-surgical-residency-appreciation-fund	Event	7	Yale Surgical Residency Appreciation Fund	New Haven, CT	13650	25000	40	162 days 00:42:37.416823000	0	40	40	We appreciate our residents.Day in and day out, our residents work hard for our patients.  In this time of crisis and uncertainty, now is a great time to show them how much we appreciate them.   In lieu of paying for tickets for the Annual Chiefs' Dinner, please consider making a donation to the Yale Surgery Residents' Appreciation Fund!Funds raised from this effort will be used toward aspects of the chiefs' graduation celebration and gifts such as off-site socially distant in-home graduation dinners, champagne, etc.  Whatever remains will be reserved for resident appreciation gifts and events in the future.   All donors will receive a periodic statement of income and expenditures and have their names included in a letter of appreciation to the residents.  This fund will benefit the residents in CT, ENT, General Surgery, Plastics,  and Vascular.
0	https://www.gofundme.com/f/nick-christian-and-nolan-a-golf-celebration	Event	8	Nick, Christian and Nolan ~ A Golf Celebration	Parker, CO	13606	12000	139	146 days 00:42:38.503716000	750	139	139	We will be togetherI know you can't see me, I know you are sadI see your tears, I know you feel badI watch your sadness, please know I am thereI am with you, I will follow you every whereFor now I cannot come homeI don't want you sad being on your ownPlease try for me to live your lifeDon't worry I'll be there in your fightI will be missing you like you miss me tooBut I want you to live your life throughWe will be together again in timePlease try for me to be happy for now I'm fineRemember our happy memories in loveI am doing okay here in heaven aboveDearest Friends and Family we would like to fund a day of golfing to celebrate the of life of Nick Downing for Christian, Nolan and Friends.  A day not too far off in the future will be announced to allow all to come together to share fond memories, laugh, cry and remember the bright light that Nick is.   Your donation of any amount will mean the world to all that are grieving this tragic loss.
0	https://www.gofundme.com/f/ssh-secret-fundraiser-for-the-ruby	Event	8	Ssh! Secret birthday gift for Rachel	San Francisco, CA	13495	3535	139	130 days 00:42:39.677018000	0	138	138	"
Thank you for visiting this secret fundraising page! As you know,  Rachel has done—and continues to do—so much for the Ruby community.  So in honor of her birthday this July 9th, and as a gesture of support during these challenging times for the Ruby space and community, I hope you'll consider contributing whatever you can to this fund.

All dollars raised will go directly to helping keep the Ruby doors open--rent is the biggest burden, which is no surprise, and comes to around $13k A MONTH. Speaking of surprises, PLEASE KEEP THIS UNDER YOUR HAT--the plan is to deliver this gift as a surprise to Rachel on her birthday, along with your various messages of love and support.  You can contribute in one or more of the following ways: 1. Donating directly to this GoFundMe page2. Donating the “extra” months of membership back to the Ruby so that you renew at the same time as if your membership had not been paused. (I've already done this, and it came to the equivalent of $400. ) If you would like to do this, please let me know by emailing me or via the CONTACT button below.  Be sure to include 1. the # of months of membership you'd like to donate, and 2. corresponding dollar amount. I will add these #s to the final tally.3. Pass this along to other Rubies!Since Rachel is turning 35, the goal is to raise a minimum of $3,535 (including the cash equivalent for donated membership months) for her birthday.  If we reach that amount, screw the symbolism and let's keep going!Mimi
"
0	https://www.gofundme.com/f/liberty-lake-over-the-water-fireworks-show	Event	8	Liberty Lake Over the Water Fireworks Show	Raised $2,440 from 41 donations	12675	13000	151	138 days 00:42:41.122837000	261	148	148	The Liberty Lake Over the Water Fireworks show has been a tradition for over 20 years.  When the previous organizer announced they would be canceling the show for 2020 our community was heartbroken.  Our community needs something to look forward to, so it is important that we as a community make  generous contributions to assure that the show can go on.  We are only a few short weeks out, please share this with your friends and neighbors and let's get this funded ASAP.We will be using the same pyrotechnic company that has been putting the shows on for the last 20 years.  The fireworks show itself costs $10,000.  We have added and extra $3,000 to our budget for materials that are needed to transform severals docks into the floating barge that the fireworks will be launch from.  With your generous contributions the 2020 Liberty Lake Fireworks show will be the most memorable on record.Thank You!Liberty Lake Over the Water Fireworks Committee
0	https://www.gofundme.com/f/fhs-2020-graduation-gift	Event	9	FHS 2020 Graduation Gift	Fraser, MI	12493	20000	197	180 days 00:42:42.527087000	883	195	195	Join us in celebrating our class of 2020 seniors.  As you know, many of their important milestones have been cancelled due to COVID19 pandemic. There will be no spring sports, prom, senior awards banquet, honor convocation or the chance to walk for the last time in the halls of Fraser High School. The opportunity to walk across the stage to receive their long awaited diplomas has sadly also been cancelled. Many of you have been asking what you can do to honor our seniors.  We have decided to use the collected funds from the Senior All Night Party, which they will also miss out on, to give EVERY senior a special gift.  Due to the fact that many of our fund raisers had to be cancelled, we are way short of the money we need to give these kids the special send off they deserve.  We know that nothing can replace the cherished memories they would have made during this time, but we are hoping that this gift will at least give them a lasting memory of their time at Fraser High School and let them know how much as a community we care.  Please know that 100% of all contributions will go directly to our 2020 senior class in the form of various gifts to remember this special time in their lives.
0	https://www.gofundme.com/f/celebrating-linda-lovely	Event	9	Celebration of life for Linda Lovely	Aromas, CA	12460	8000	142	110 days 00:42:43.558961000	513	142	142	"As most of you know my mom is battling  pancreatic cancer and has decided to end her fight and just enjoy her last days at home with her family. My mom is comfortable at home, but tired just taking one God  given day at a time. Right now my moms biggest concern is how we will pay for her celebration of life when the time comes.  In our family  we don't do funerals  we celebrate  the life they lived and the fact that they are in peace with our lord Jesus and his father. It is something to celebrate. Now with her birthday coming up we ask that instead of gifts or flowers that you help ease her mind and please donate to her GoFundMe. All donations will go to making sure her celebration of life is as Lovely as she is. All left over donations will go to family 
Thank you
Her family"
0	https://www.gofundme.com/f/celebrating-jenny-brelsford-the-future-of-her-son	Event	9	Celebrating Jenny Brelsford- The Future of her Son	Aurora, CO	12420	15000	180	16 days 00:42:44.705884000	1.7K	180	181	Jenny Brelsford tragically lost her life on October 18th, 2020. Jenny was the victim of a senseless homicide by her former boyfriend. Jenny had one child, Kayden (3 years old),  who now does not have either parent.Jenny was a loving mother to her son Kayden and her life ended far too soon.  All Jenny wanted in her life was to be a Mom. Jenny was best friends with her mother, Carol. Kayden is a beautiful young boy who will now grow up without either parent which is truly heartbreaking for all. Kayden loves books, Batman, and Oreos.Jenny is survived by her son Kayden, brothers Tim and Dylan, as well as her parents Carol and Tim.The Brelsford family is looking for help during this difficult time as well as start a fund for Kayden's future. This has been an extremely horrible event for the family, something for which they were not prepared.I am Jenny's brother Tim and this will be the ONLY go fund me account that will be used to raise money for the Jenny and Kayden. ALL other accounts should be considered fraudulent. https://www.newsbreak.com/connecticut/bridgeport/news/2085429116145/police-bridgeport-woman-found-dead-inside-home-with-signs-of-trauma
0	https://www.gofundme.com/f/33-for-33-for-joann	Event	10	33 for 33 for JoAnn	Tarpon Springs, FL	12300	33000	30	57 days 00:42:45.882555000	12	25	25	JoAnn Knight has been the backbone of the St. Petersburg Bar Association for 33 years. JoAnn is retiring on October 2. She will be missed by the thousands of members she has served during her career. Our goal is to send JoAnn off to a wonderful retirement by raising $1,000 for every year she has served the St. Pete Bar. Please help us reach our goal by October 15! Any and all donations welcome!
0	https://www.gofundme.com/f/ortho-residency-program	Event	10	Ortho Residency Program	Ann Arbor, MI	12100	10000	32	170 days 00:42:47.225168000	0	32	32	Colleagues,Due to the current state of funding restrictions and social distancing, our traditional chief resident graduation events and other resident expenditures cannot proceed as intended.  It is still crucial that we recognize the accomplishments of this year’s graduates and thank them for 5 years of dedicated service to our patients.  We are appealing to the generosity of our faculty to donate to a fund that will allow us to host a modest graduation event and provide the chief residents with their graduation gift of a captain’s chair.  Any leftover funds would be used for other resident related expenses, such as snacks and coffee in the resident room, research award, Smith Open, and other wellness-activities later this year.  Donations of any size are greatly appreciated.  Thank you to those who have already offered this financial support for our residents.We are planning on a small graduation gathering on June 14th. We are still discussing how many people we can safely accommodate. While we obviously would prefer to invite all faculty, along with chief families and significant others, the size of the event will be based on restrictions in place from the Governor. Details will be forthcoming.
0	https://www.gofundme.com/f/sfqjda-confronting-july-4th	Event	10	Confronting July 4th!	Brooklyn, NY	12076	35000	207	131 days 00:42:48.318798000	261	207	207	"The world appears to be changing very quickly, but of course it isn’t. There are decades (centuries, really) of activism behind the uprising against racism we are witnessing and participating in on our streets. This combustion of energy is the result of years of hard work by activists who never gave up despite the violent racism at the heart of the American system. Confronting July 4th: Honoring Black and Indigenous Activists is a march and rally to acknowledge and celebrate the organizing of activists. We will march from the east side of Ft. Greene Park in Brooklyn to the 15th Street Entrance in Prospect Park. After the march, we will have a rally with speakers, performers and DJs. Celebrating a new way to think about this “Independence Day”, and our future.July 4th is only days away and we are working hard to make this happen and we need YOUR help.To create this event ethically, we are going to compensate artists and activists who will be on stage, rather than asking them to donate their intellectual, artistic and emotional labor for free. Something that is often expected and rarely rewarded. We will also partner with Black and Indigenous businesses as we produce this event. Here is a list of how your donations will support this event: - Compensation for speakers, performers, artists and DJs- Food, water for people on stage- Art supplies - to make posters for march and stage- March Supplies- bull horns, banner, PPE, sanitizer, wheelchairs- Rally Supplies- A/V equipment, banners, pop up tents, tables/chairs, coolers- Greening and cleaning supplies for the Prospect Park Bandshell- Transport Van * The more you give, the more we will be able to compensate our activists and artists on stage.  When you donate, take action and comment: I stand in Solidarity. OR I stand in Solidarity because (insert thoughts). *""We hold these truths to be self-evident, that there would be no America without stolen land and stolen people. That this fight for life, liberty, and the pursuit of happiness didn’t start with the murders of George Floyd, Ahmaud Arbery, and Breonna Taylor, but it began when the first ships invaded these shores. That we can no longer celebrate our country without reckoning with our past and present. That this country is founded on the genocide of indigenous nations, the theft of their land, and the enslavement of African peoples. That the life, liberty, and pursuit of happiness brand that America markets is a dangerous myth as we continue to oppress, dehumanize, and murder. That unless we all commit to fight for the lives and rights of black, brown, indigenous, and other marginalized peoples, we will all continue to suffer the violence of systemic racism and white supremacy. That is why this 4th of July we refuse to celebrate the whitewashing of this country. Instead, we will joyously and actively celebrate and honor the ancestors and activists who have fought and continue to fight tirelessly for the lives and rights of the people."" **The Coalition to Honor Black and Indigenous Activists is a group of mostly LGBTQ activists who have worked together for decades and film professionals who know how to get things done.**"
0	https://www.gofundme.com/f/UHURUDREAMHOUSE	Event	11	UHURU DREAM HOUSE	New Orleans, LA	11891	166000	299	114 days 00:42:49.537686000	21	295	290	"The Uhuru Dream House #SNATCHPOWER is a BLACK OWNED space in NOLA that will offer:Protection and shelter for the Black, queer, trans, intersex community in the event of an emergencyTransitional housing for unsheltered Black, queer, trans, intersex, sex workersWheelchair accessible homeRehabilitation spaces to healGarden space to grow food and practice meditationCommunity Events & WorkshopsArt Gallery and ExhibitsArtist residencies for Black, queer, trans, intersex beingsBackgroundUhuru is a celebrated artist who spent the majority of the past decade in Los Angeles, now located in New Orleans, LA..  Uhuru is the Co-Founder, guitar player and singer of Fuck U Pay Us and is Founder of the ""POST-APOCALYPTIC, AFROFUTURISTIC, QUEER LIBERATIONIST ARTIST COLLECTIVE"" #SNATCHPOWER. Uhuru has directed, produced and starred in independent films, including ""Fight in Heels"" and ""Channeling Calafia"". Uhuru has released six full length albums and ten music videos as The Uhuruverse. Uhuru organizes countless shows and events for community and is a frequent speaking artist around the country. Uhuru is also a poor, Black, disabled persxn in Amerikkka. Due to hxstoric systematic racism in the housing system (i.e. redlining & The Homestead Act of 1862), they have been denied access to property and financial well-being their entire life. Uhuru has experiences being unsheltered and on Section 8 housing throughout their life. They've stayed with a variety of family members, lived in motels, vehicles and other vulnerable situations. Uhuru was displaced from their last living situation in Los Angeles and, as their health was simultaneously declining, needed to find an immediate, more affordable place to live. They drove their Black Magic School Bus to New Orleans, where they reside today.   Living with Myasthenia GravisUhuru was diagnosed with Myasthenia Gravis (MG) at the age of 7 (making them a 'one-in-a-million'), a disease that normally effects people over the age of 40. They spent extensive time in intensive care units growing up, on feeding tubes and in hospital beds. Uhuru had multiple surgeries for MG, resulting in recurring long-term healing processes. At times when they were able to leave the hospital, the medical system required them to be on medication and in constant contact with a neurologist.Uhuru lived through their 20s and early 30s with their MG in relapse, self-medicating as needed. The disease has made its way back and Uhuru is currently experiencing a loss of abilities, at a rapid state. Uhuru is currently wheelchaired /paraplegic. In addition, Uhuru is a trans being, whose transition is now on hold, as they now must navigate their MG. The need for hospitalization is imminent.Uhuru's mom is a poor, Black woman, navigating her own struggles, who just moved from Arizona to New Orleans, to take care of Uhuru. Their mom was working two jobs as an essential worker, trying to save money amidst the COVID-19 crisis, putting her own body on the line each day. Her relocation was urgent and she is now recouping the costs of moving across the country. Uhuru's mum is caretaking for Uhuru. They are not receiving aid from The State.Uhuru continuously uses their platform to confront these realities and struggles, on personal and systemic levels. ""Addressing housing for the disabled is a need and a right, not an option"" -Uhuru""Black people are constantly experiencing violence from; being displaced to being violently attacked by white civilians and police with no consequences to follow. A Black life on the street is a life at risk in a fascist state."" - UhuruTHE UHURU DREAM HOUSEUhuru dreams to create  a Safe Art House for Black, queer, trans & intersex beings. Within that space there will be a library, garden, meditation room, sauna/spa, computer room, music studio, film studio, art studio, gym, dance studio, room and board. Uhuru would like to leave the door open to all Black Indigenous beings to come to create or for transitional housing for those who are unsheltered: A SAFE HOUSE.In the midst of being on bed rest last month, Uhuru located housing for themself and negotiated with the owner of the property an agreement to accept a $1,500 intent-to-buy deposit and minimum appraisal amount of $150,000 to purchase the home. From this home they have already BEGUN HOUSING FOLX IN NEED. THIS WORK IS IN PROGRESS. Financial Breakdown and Goals: $150,000 - Initial cost of the house to own$2,000 - the cost of moving Uhuru's mom from Arizona to New Orleans$1,400 - monthly rent $700 for a new wheelchair $ for a real estate lawyer to look at the contract$ for a real estate broker$ for contracting and construction to create a space that is wheelchair accessible$ for medicine $ for hospital bills$ for medical supplies$ for in-home care$ for essential items and food#SNATCHPOWER is a post-apocalyptic, Black Indigenous futuristic, queer liberationist artist collective of humans who are deliberate and fearless. We are diverse in how we define ourselves in terms of race, class, gender, sexual orientation, political affiliation, and religion, but united in our commitment to self-definition, self-expression, self-governance, and non-hierarchical collaboration. We endeavor to subvert the hegemonic mainstream through radical Black Indigenous Queer artistic expression. In coming together to harness the transformative power of this creative energy, we can and will #SNATCHPOWER from those who try to oppress ours.Questions: -Instagram: @theuhuruverse -Website: https://snatchpower.com/-Email: [email redacted]"
